street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Sandbækvej 3,Spjald,6971,6,137,1947,1450000.0,06-10-2010
Stadionvej 7,Spjald,6971,4,126,1924,15000.0,06-10-2010
Doktorhaven 3,Spjald,6971,3,97,2011,1435000.0,06-10-2010
Doktorhaven 4,Spjald,6971,3,97,2011,1435000.0,06-10-2010
Doktorhaven 5,Spjald,6971,3,97,2011,1435000.0,06-10-2010
Doktorhaven 1,Spjald,6971,3,97,2011,1400000.0,06-10-2010
Skovbakken 9,Spjald,6971,5,135,1978,680000.0,10-09-2010
Lindevej 7,Spjald,6971,5,140,1973,750000.0,09-09-2010
Ringkøbingvej 47,Spjald,6971,8,232,1951,1075000.0,17-08-2010
Algade 53,Spjald,6971,3,94,1950,445000.0,04-08-2010
Kildevej 12,Spjald,6971,5,135,1963,1400000.0,23-07-2010
Ådalen 3,Spjald,6971,4,165,2010,345000.0,05-07-2010
Kildsigvej 3,Spjald,6971,7,220,1940,1650000.0,01-07-2010
Højmosevej 15,Spjald,6971,5,136,1956,935000.0,30-06-2010
Engvang 9,Spjald,6971,4,109,1965,650000.0,25-06-2010
Hovedgaden 24A,Spjald,6971,5,214,1986,1345000.0,19-06-2010
Gl Landevej 16,Spjald,6971,7,261,2012,2450000.0,15-06-2010
Hovedgaden 81,Spjald,6971,3,78,1890,525000.0,04-06-2010
Brejningvej 28,Spjald,6971,4,79,1949,200000.0,03-06-2010
Ådalen 6,Spjald,6971,6,195,2011,400000.0,02-06-2010
Sønderkjærsvej 22,Spjald,6971,8,183,1973,3300000.0,04-05-2010
Væggerskildevej 13,Spjald,6971,9,155,1890,84500.0,31-03-2010
Lindevej 14,Spjald,6971,5,140,1973,770000.0,24-03-2010
Skærmbjerg 16,Spjald,6971,4,117,1981,1291204.0,15-03-2010
Lindevej 4,Spjald,6971,4,118,1974,750000.0,12-03-2010
Kærhusvej 13,Spjald,6971,8,185,1910,1500000.0,08-03-2010
Vesterbækvej 4,Spjald,6971,6,146,1952,400000.0,24-02-2010
Knivsbækvej 17,Spjald,6971,9,271,2003,4003362.0,22-02-2010
Hasselvej 1,Spjald,6971,4,126,1973,560000.0,19-02-2010
Bymarken 2,Spjald,6971,5,130,1989,650000.0,17-02-2010
Skolegade 4,Spjald,6971,4,136,1913,325000.0,16-02-2010
Ådraget 13,Spjald,6971,6,137,2000,1581000.0,03-02-2010
Slusbæk 6,Spjald,6971,5,145,2008,1400000.0,12-01-2010
Ølstrupvej 13,Spjald,6971,7,197,1934,1080000.0,11-12-2009
Vestergade 37,Spjald,6971,5,162,1943,800000.0,10-12-2009
Skolevænget 5A,Spjald,6971,3,100,1944,650000.0,01-12-2009
Kildevej 10,Spjald,6971,8,249,1973,1050000.0,18-11-2009
Væggerskildevej 7,Spjald,6971,3,109,1925,28850000.0,18-11-2009
Bygmarken 5,Spjald,6971,8,218,1914,917041.0,13-10-2009
Kærhusvej 17,Spjald,6971,10,251,1918,1265000.0,07-10-2009
Sandbækvej 28,Spjald,6971,8,190,1992,530500.0,17-09-2009
Bymarken 10A,Spjald,6971,3,76,1979,390000.0,27-08-2009
Hovervej 107,Spjald,6971,4,123,1953,650000.0,06-08-2009
Sønderkjærsvej 21,Spjald,6971,7,220,1964,2700000.0,03-08-2009
Grønnegade 2,Spjald,6971,6,140,1940,550000.0,09-07-2009
Søndervang 3,Spjald,6971,3,97,1968,960000.0,02-07-2009
Rundingen 8,Spjald,6971,4,104,1970,520000.0,29-06-2009
Vestergade 4,Spjald,6971,4,91,1981,712500.0,16-06-2009
Hovedgaden 77,Spjald,6971,6,78,1896,225000.0,03-06-2009
Brejningvej 46,Spjald,6971,7,200,1930,350000.0,29-05-2009
Hovedgaden 93,Spjald,6971,6,136,1923,1300000.0,29-05-2009
Parkvej 8,Spjald,6971,4,128,1964,1100000.0,11-05-2009
Åkæret 11,Spjald,6971,5,189,1973,800000.0,20-04-2009
Algade 47,Spjald,6971,7,152,1915,495000.0,14-04-2009
Kærhusvej 5,Spjald,6971,8,145,1931,2200000.0,30-03-2009
Ringkøbingvej 65,Spjald,6971,7,170,1938,695000.0,23-03-2009
Skolegade 38,Spjald,6971,5,160,1964,1340000.0,11-03-2009
Væggerskildevej 5,Spjald,6971,4,128,1875,1615000.0,09-03-2009
Væggerskildevej 26,Spjald,6971,8,297,2004,4054590.0,20-02-2009
Væggerskildevej 24,Spjald,6971,7,156,1929,3325000.0,20-02-2009
Væggerskildevej 9,Spjald,6971,8,240,1976,25400000.0,17-02-2009
Kastanjealle 4,Spjald,6971,5,152,1992,1225000.0,12-02-2009
Kærhusvej 2D,Spjald,6971,6,141,1912,2300000.0,10-02-2009
Fengersvej 8,Spjald,6971,8,200,1980,1600000.0,06-02-2009
Sandbækvej 10,Spjald,6971,7,208,1955,6000000.0,03-02-2009
Kjærgårdsvej 2,Spjald,6971,7,226,1890,2346598.0,02-02-2009
Parkvej 16,Spjald,6971,8,218,1967,1100000.0,23-01-2009
Røjkumvej 16,Spjald,6971,6,202,2010,375000.0,22-01-2009
Slusbæk 12,Spjald,6971,4,178,1997,1050000.0,31-12-2008
Hovervej 94,Spjald,6971,5,164,1969,750000.0,15-12-2008
Ådraget 51,Spjald,6971,4,158,2009,202500.0,08-12-2008
Kodalsvej 4,Spjald,6971,7,245,1981,6000000.0,04-12-2008
Vestergade 26A,Spjald,6971,4,98,1980,810000.0,24-11-2008
Ørnhøjvej 6,Spjald,6971,5,110,1909,342961.0,10-11-2008
Skolegade 7,Spjald,6971,4,130,1922,840000.0,05-11-2008
Algade 25,Spjald,6971,5,116,1910,236000.0,23-10-2008
Skovbakken 36,Spjald,6971,5,141,1976,1055000.0,13-10-2008
Præstevej 7,Spjald,6971,6,115,1927,1649010.0,07-10-2008
Møllebakken 6,Spjald,6971,4,124,1952,755000.0,22-09-2008
Åkæret 19,Spjald,6971,5,124,1978,865000.0,18-09-2008
Tjørnevej 1,Spjald,6971,4,120,1973,670000.0,09-09-2008
Brejningvej 9A,Spjald,6971,6,199,1981,1400000.0,03-09-2008
Fengersvej 17,Spjald,6971,4,120,1979,780000.0,02-09-2008
Væggerskildevej 12,Spjald,6971,4,128,1914,270845.0,28-07-2008
Tjørnevej 5,Spjald,6971,4,80,1960,300000.0,21-07-2008
Skolegade 18,Spjald,6971,4,116,1925,740000.0,10-07-2008
Lindevej 15B,Spjald,6971,3,80,1981,550000.0,08-07-2008
Algade 43,Spjald,6971,5,149,1915,275000.0,26-06-2008
Skolegade 50,Spjald,6971,4,140,1965,812500.0,19-06-2008
Byskellet 53,Spjald,6971,5,159,1961,790500.0,11-06-2008
Fengersvej 21,Spjald,6971,4,142,1983,1250000.0,04-06-2008
Fengersvej 20,Spjald,6971,4,132,1996,1375000.0,22-05-2008
Flyvepladsvej 2,Spjald,6971,5,182,1932,722500.0,09-05-2008
Ådraget 11,Spjald,6971,6,148,2001,1750000.0,05-05-2008
Mosdalvej 10,Spjald,6971,8,187,1913,1700000.0,07-04-2008
Brejningvej 17,Spjald,6971,8,214,1935,6481115.0,04-04-2008
Engvang 11,Spjald,6971,4,144,1971,1100000.0,26-03-2008
Skolegade 34,Spjald,6971,3,104,1966,640000.0,26-03-2008
Svalevej 3,Spjald,6971,5,128,1940,860000.0,10-03-2008
Sandbækvej 15,Spjald,6971,6,275,1967,875000.0,18-02-2008
Bygmarken 8,Spjald,6971,5,144,1972,1050000.0,14-02-2008
Skærmbjerg 50,Spjald,6971,3,95,1976,640000.0,01-02-2008
Kærbrinken 7,Spjald,6971,4,110,1972,750000.0,01-02-2008
Grønbjergvej 37,Spjald,6971,6,142,1936,639300.0,25-01-2008
Lindevej 9D,Spjald,6971,5,117,1980,780000.0,24-01-2008
Kærhusvej 23,Spjald,6971,6,158,1924,5200000.0,21-01-2008
Bøgevej 8,Spjald,6971,5,119,1965,820000.0,21-01-2008
Rundingen 3A,Spjald,6971,4,159,1990,1230000.0,21-01-2008
Præstevej 2B,Spjald,6971,6,147,1923,1600000.0,31-12-2007
Fengersvej 34,Spjald,6971,7,173,2006,1975000.0,28-12-2007
Hovedgaden 30,Spjald,6971,6,328,1910,1250000.0,21-12-2007
Hovedgaden 26,Spjald,6971,4,90,1917,621711.0,12-12-2007
